epoch,acc,loss,val_acc,val_auc,val_f1,val_loss,val_precisions,val_recall
0,0.41178783268713015,2.28262900766765,0.841580550277221,0.7900916284612356,0.09286209286209286,0.7382275251345902,0.9648210781595175,0.841580550277221
1,0.521615015128456,1.6367632673409485,0.8222661842413514,0.8059590034222491,0.09972779015095273,0.7776205539889551,0.9664611304307851,0.8222661842413514
2,0.576451684588626,1.430850935792094,0.8506911002941406,0.7978639377021203,0.12290021536252693,0.6115290166176311,0.965553498885783,0.8506911002941406
3,0.6096818857802397,1.3074962641833752,0.852435119868808,0.8108266715449269,0.13465403387884006,0.612685181272456,0.9662050663343426,0.852435119868808
4,0.6381087502798107,1.206485681131484,0.8363745216961241,0.7991667273349413,0.1255605381165919,0.6232159014907711,0.9662283962347303,0.8363745216961243
5,0.6568776602111913,1.1246094366389114,0.8380664809849806,0.816165873399223,0.13640552995391705,0.6193009162366826,0.9672323634650404,0.8380664809849806
6,0.6752363207466539,1.058532826297436,0.797745789624385,0.8191693551641261,0.11450298750678979,0.7326385609036226,0.9683011635748496,0.797745789624385
7,0.6947231671263672,0.9855242100021325,0.8150037743707212,0.8170957893941787,0.12307692307692307,0.6781797880098306,0.9678467930592825,0.8150037743707212
8,0.708398147040731,0.9435959580360267,0.8071687013561705,0.8172124853372716,0.11896668932698845,0.7102280333837949,0.967876703467975,0.8071687013561705
9,0.7213210030607956,0.8954125456324121,0.7847307181716427,0.8157759289872709,0.10949881650715242,0.7544067078069654,0.9683968460222894,0.7847307181716427
10,0.7332866104863097,0.8477716963781569,0.8199755316656688,0.8214119130743869,0.12943432406519656,0.6458953821228076,0.9680884385413057,0.8199755316656688
