epoch,acc,loss,val_acc,val_auc,val_f1,val_loss,val_precisions,val_recall
0,0.40664262149364966,2.2905133886562736,0.8125309107947003,0.817573960258125,0.08111954459203036,0.8347877656277461,0.9669334103656242,0.8125309107947003
1,0.514264713424721,1.6585346229182225,0.8161751308014681,0.8230267784815338,0.10139568173684838,0.7574073357600338,0.9676210798340847,0.816175130801468
2,0.5717167227915728,1.4469610508424668,0.8291641721113049,0.8197172478097509,0.11769172361427487,0.7143511821431955,0.9672830093470467,0.8291641721113049
3,0.6065879215744996,1.3164770362360905,0.8283572376812348,0.824248046412876,0.12438871473354232,0.6893501574416527,0.9679052138236528,0.8283572376812348
4,0.6327071332119075,1.214357998808788,0.8299971366842804,0.8206217077104753,0.1345088161209068,0.6763461873815393,0.9675083143804538,0.8299971366842804
5,0.6574759405832311,1.1281292422347875,0.8309081916859724,0.8156837555872765,0.13601823708206687,0.6221444112591676,0.9675468026511536,0.8309081916859724
6,0.6783473786783064,1.0515427066290253,0.8175807585183643,0.8264631560575489,0.12581447695770642,0.6700451120411887,0.9683904899855827,0.8175807585183643
7,0.694637698502918,0.9824212390578397,0.8241924148163573,0.8288978446318834,0.134763007188985,0.6628530982271941,0.9682165545039388,0.8241924148163573
8,0.7086032717389447,0.9328078161317898,0.8137803576541636,0.8192068589758593,0.12472316120759995,0.6790684277552631,0.9678907623632645,0.8137803576541636
9,0.7253893095864893,0.8814300342705781,0.8070645807845485,0.8211933686340251,0.1234623631644284,0.6887880957914478,0.968160635659215,0.8070645807845485
10,0.73419257790567,0.847105059575261,0.8201837728089127,0.8282407379602559,0.13223338115734098,0.6502191038429853,0.9684400859287514,0.8201837728089129
