epoch,acc,loss,val_acc,val_auc,val_f1,val_loss,val_precisions,val_recall
0,0.4161467325344866,2.242013471444157,0.8200796522372907,0.7989604414865354,0.08286951144094,0.8287774185866609,0.9651876128488388,0.8200796522372907
1,0.5230850754687955,1.6316583088831145,0.7869432803186089,0.8056551681486335,0.08584686774941996,0.8649736375200769,0.967506486530718,0.7869432803186089
2,0.5763833096875234,1.4349797576784575,0.837441757555249,0.7894036007962056,0.11509635974304071,0.6700170483678416,0.9653840460778144,0.837441757555249
3,0.6139040358284473,1.297214421415893,0.8071166410703595,0.8046089561615088,0.11116183519744349,0.7380481824431268,0.9668820810599603,0.8071166410703595
4,0.6415958701581035,1.1944785781302893,0.8171122159460655,0.8096532315415682,0.12364760432766615,0.6951473378054035,0.9670512447112782,0.8171122159460655
5,0.6584673766270595,1.1169306766052343,0.8210687976676992,0.8102968092697249,0.11913445173839048,0.6440391158729937,0.9671109252162444,0.8210687976676992
6,0.6813045930848978,1.0413715588745098,0.8108910117916547,0.8154697420617509,0.12168702466005991,0.6850459005873818,0.9678247648828101,0.8108910117916547
7,0.6985521615025316,0.9803279281972798,0.8442876851393915,0.7937571388101368,0.13529492644025848,0.5565318818497851,0.9661465248789554,0.8442876851393915
8,0.7128596092384678,0.9241884030149919,0.8097977457896244,0.8068762995433114,0.12673312707688783,0.6733292771716324,0.967484400508695,0.8097977457896244
9,0.7252696535122342,0.8787803934654845,0.8026394564906162,0.81225047929153,0.12362911266201396,0.7195969937782756,0.9678425875743538,0.8026394564906162
10,0.7372523546626418,0.8394082785488179,0.819819350808236,0.7975789338441176,0.1231550931526736,0.6514170061782649,0.9662528953189928,0.819819350808236
11,0.7470641527515633,0.7998580029413388,0.8159408595153187,0.8050563507192665,0.1237869822485207,0.6337471056708125,0.9672253596676732,0.8159408595153187
12,0.7582434488319723,0.7634306910123538,0.8084441783585392,0.8151706856240929,0.12185400296093836,0.6850868546398295,0.967684846463471,0.8084441783585392
