epoch,acc,loss,val_acc,val_auc,val_f1,val_loss,val_precisions,val_recall
0,0.4131895181284047,2.2881965407962315,0.8252596506754822,0.8024898352604943,0.08396752917300862,0.8297689719348708,0.9652066318351844,0.8252596506754822
1,0.515751867489954,1.650564551221002,0.7954291069057969,0.8206740321408457,0.09593054801953337,0.8329272246743693,0.9679206191040173,0.7954291069057969
2,0.5715628792690588,1.4512912657474408,0.8336934169768592,0.7996090481116754,0.1132618362542506,0.6603307213611852,0.9659666944679323,0.8336934169768592
3,0.6055452043554811,1.3180108241486885,0.83668688341099,0.8154433139552972,0.12269615587151132,0.6581231049304485,0.9667203187882737,0.83668688341099
4,0.6373908138322422,1.2056908537801432,0.8055548324960304,0.8123601974421576,0.11273014797243873,0.7254918099541975,0.967463408345647,0.8055548324960304
5,0.6579887523295295,1.1225274595565726,0.8350730145508499,0.8173389052940535,0.13063238540449293,0.6233269572707936,0.9672845264757757,0.8350730145508499
6,0.6720910753682708,1.0717212655491666,0.812088398365307,0.8169799634499668,0.12165450121654502,0.6803235607647178,0.9677019509774255,0.812088398365307
7,0.6913044221486677,1.001994859890861,0.8317932165447588,0.8228486624552681,0.13468869123252858,0.6183657393716284,0.9680231425437011,0.8317932165447587
8,0.7074408984471993,0.9449792524382257,0.8365567326964625,0.8189836757716382,0.13814674833832918,0.5952270610684312,0.9673828383626752,0.8365567326964625
9,0.7186372882535206,0.9023688068875035,0.8212249785251321,0.81665693722434,0.12856452392460127,0.6446186236911703,0.9675365869549611,0.8212249785251321
10,0.7307054580273774,0.8574626407022813,0.8110471926490876,0.832573423009159,0.12811713566689542,0.6682009832625132,0.9690561968244098,0.8110471926490875
11,0.7404317874913215,0.819466201393558,0.8227867870994612,0.8214804832935303,0.13027099283023455,0.6300164801445696,0.9680235235925975,0.8227867870994612
12,0.750346147931133,0.783399816140222,0.7950646849051202,0.826821991085937,0.12125093393104922,0.7255344372499174,0.9688409748759046,0.7950646849051202
13,0.7614741628368611,0.7535691836400268,0.818804175234922,0.818131237678054,0.13150684931506848,0.6341766563637159,0.9678635428062675,0.818804175234922
