epoch,acc,loss,val_acc,val_auc,val_f1,val_loss,val_precisions,val_recall
0,0.8745088759068709,0.610993476589694,0.9567118723481792,0.6209430563008999,0.229025610833088,0.2018720318352155,0.9550587098852265,0.9567118723481792
1,0.9327964753919687,0.24243061701145702,0.940208761746102,0.6784865950628247,0.41324851941215174,0.3205542952886234,0.9579578606029804,0.940208761746102
2,0.9665809410792362,0.12071302111916593,0.9421870526069188,0.6638081842403077,0.5451362840710177,0.3574681910999165,0.9566284689526053,0.9421870526069188
3,0.9812076519659219,0.06613546090104147,0.9356274565947367,0.6703743094718989,0.6102082856488898,0.4414434154739885,0.9566448401517008,0.9356274565947367
4,0.9878998159045905,0.04210208601861622,0.936981024025822,0.6746278323311165,0.7151807228915663,0.4975276408151092,0.9567546569399322,0.936981024025822
5,0.9914425215154985,0.029156621769455535,0.9396881588879923,0.6594292961972784,0.7099175751130019,0.5062000591098476,0.9558710485434534,0.9396881588879923
6,0.9935618807664467,0.022057464264889536,0.9383606215998126,0.6498103084120749,0.7598393574297189,0.5278602040651225,0.9549813300083208,0.9383606215998126
7,0.9943936161697715,0.018338621123067566,0.9404950933180624,0.6522354098188665,0.7611814345991561,0.5576746282367918,0.9553051784929321,0.9404950933180624
8,0.9953575940228487,0.015476357491297537,0.9303173074420179,0.6793525587050425,0.7864227463081331,0.6288328205344791,0.9568226542362004,0.9303173074420179
9,0.9959561651081777,0.013757919213219378,0.9392456464585991,0.6475663316670688,0.8167130919220056,0.6114713408274357,0.9548833863183654,0.9392456464585991
10,0.9965930169030879,0.011426896046714036,0.9348205221646667,0.6708740048964303,0.8280788177339901,0.6686712025343444,0.9561283930372013,0.9348205221646667
11,0.9967426596740572,0.011251025589222946,0.9398964000312362,0.6564029182436408,0.8483491885842193,0.6306733021525408,0.9555559788361935,0.9398964000312362
12,0.9971185066349503,0.010354658961001824,0.9367467527396726,0.67542027341814,0.8400613183444047,0.6659239396237847,0.956718488929406,0.9367467527396726
13,0.997421272241962,0.009196701284647406,0.9305255485852617,0.6946798548262862,0.8405733186328556,0.7199103402344453,0.9576976745256311,0.9305255485852617
14,0.9976579166248233,0.008284551071591425,0.9394538876018429,0.6579713057211078,0.8643076065756476,0.6707865117991009,0.955934262176421,0.9394538876018429
15,0.9977727587514921,0.00805862985084831,0.9409115756045501,0.6555652585732817,0.8728837876614061,0.6822721334343749,0.9560589296069198,0.9409115756045501
16,0.9979989629407937,0.007436892340166305,0.9425254444646901,0.6501088129335854,0.8799512492382693,0.664210236698509,0.955248879443888,0.9425254444646901
17,0.9980929246809651,0.007654726990903039,0.9374235364552151,0.6690397975952909,0.8894709271870089,0.7108340508949765,0.9563851651657329,0.9374235364552151
18,0.9982147269367428,0.006789418964762701,0.9426816253221231,0.652429723646087,0.8873887695612152,0.6861672434353459,0.9557776398225811,0.9426816253221231
19,0.9981764462279916,0.0074581446845510884,0.9413020277481323,0.6566604463335135,0.8871960152358629,0.6963905791554341,0.9555621064615374,0.9413020277481323
20,0.9982356073234476,0.006876420807242246,0.9414842387484708,0.6536239789505145,0.8996150429375185,0.7027927836248431,0.9562228575112587,0.9414842387484708
21,0.9984374510615937,0.006972601153094346,0.9415883593200927,0.6500862748989656,0.9077887197851388,0.7226789302690008,0.9553843461301693,0.9415883593200927
22,0.9984130906104381,0.006385036859363465,0.9456230314704428,0.6400223421908191,0.9012470508931583,0.6759426425816228,0.9550366132898718,0.9456230314704428
23,0.9986914957665016,0.005609595768318302,0.9464559960434182,0.6422293186599085,0.9172105805565098,0.6808170113463494,0.9551573110474364,0.9464559960434182
