epoch,acc,loss,val_acc,val_auc,val_f1,val_loss,val_precisions,val_recall
0,0.8757129782068455,0.5334000225800206,0.9446078558971289,0.6202360507475971,0.11933359163115072,0.2479506826948132,0.9527046235565253,0.9446078558971289
1,0.9002787531649977,0.38029139903705916,0.9412499674623214,0.6409477525036031,0.1478322672352523,0.22532670909418767,0.9550182290011283,0.9412499674623214
2,0.9165167338917785,0.3088319285594894,0.9440091626103028,0.6302469724259079,0.1426962072850169,0.19101362722613915,0.9549889460885671,0.9440091626103028
3,0.9268768857626208,0.26630180592121255,0.9303953978707343,0.6887803254493463,0.1604215456674473,0.23952693266719274,0.9584647564529546,0.9303953978707343
4,0.9344112252973444,0.23700522968313945,0.9381263503136632,0.68775326188352,0.17573221757322174,0.21121069704258738,0.958747024797112,0.9381263503136632
5,0.9396382821024365,0.2149942614440375,0.9278184137230914,0.7322690862163068,0.189159891598916,0.24724277260898225,0.961236182396993,0.9278184137230914
6,0.944809657875901,0.1968630095467988,0.9323216284457402,0.7040855235272641,0.1839484475688342,0.22706675525213307,0.9594787180246825,0.9323216284457402
7,0.9481157191043623,0.1823037993957255,0.9339875575916912,0.6946255766337299,0.17283201940570042,0.22958580250163446,0.9588176864039228,0.9339875575916912
8,0.951968150450976,0.17014456505075606,0.9339094671629747,0.7196751686458455,0.19187757504414363,0.23950568677332282,0.9609122383906479,0.9339094671629747
9,0.9540179084122861,0.1617901735596988,0.9303693677278289,0.7237125851700226,0.18841394825646793,0.24353119836840467,0.9609835710560889,0.9303693677278289
10,0.9564643937218162,0.15209259648465911,0.9388812244579223,0.7006602605446537,0.19381574752948677,0.21759880657707828,0.9597032587732134,0.9388812244579223
11,0.9590222410925273,0.14451824333172533,0.933545045162298,0.7158978649034864,0.1904761904761905,0.2367345894747896,0.9605007488676491,0.933545045162298
12,0.9601323816517082,0.1385092972645662,0.9281047452950517,0.7400385879376883,0.19373988127361033,0.25529508516811106,0.9620365401067585,0.9281047452950517
13,0.9614930868523833,0.13289015817174193,0.9273238410078871,0.72665226616085,0.18536585365853658,0.2685905146521473,0.9610480223969571,0.9273238410078871
14,0.9631217570155622,0.12809227943944893,0.9326079600177005,0.731545787671396,0.20102798400913766,0.24249489505450886,0.9615824220639884,0.9326079600177005
15,0.9644998625393211,0.12223498352112402,0.9297446442980972,0.7202725068028681,0.18853146853146852,0.2558315740982373,0.9609142182383063,0.9297446442980972
16,0.9653002773619664,0.11911840557407066,0.925007158289299,0.7362503824073721,0.18843234755299662,0.2805338879662668,0.9616504883348459,0.925007158289299
17,0.966243374828339,0.11525198155220705,0.9304214280136398,0.7138908622364853,0.17730900798175597,0.28092389829431785,0.9602674599815776,0.9304214280136398
18,0.9676145202215368,0.11173300290042927,0.9336231355910144,0.7020590197525624,0.183228886899433,0.2575486578871713,0.9597802487388011,0.9336231355910144
19,0.9682896527254056,0.10973585878888859,0.9386990134575839,0.677744952388678,0.14561170212765956,0.24242010382140688,0.957882327480352,0.9386990134575839
