epoch,acc,loss,val_acc,val_auc,val_f1,val_loss,val_precisions,val_recall
0,0.4129502059814227,2.2993673018941645,0.8283572376812348,0.7995489601755109,0.08832238959701301,0.7599597479553167,0.9650271276669162,0.8283572376812348
1,0.5253756346065744,1.6239889981703841,0.8358799489809199,0.796263774419409,0.10463258785942492,0.710447410152348,0.9655362791438272,0.83587994898092
2,0.5807080220871302,1.419219548652397,0.8386131139859958,0.818178705647471,0.12383736380547436,0.6413237310465599,0.967346739729694,0.8386131139859959
3,0.615168971471592,1.289280665193659,0.8150298045136268,0.8224763816246903,0.12071395021136685,0.6914273786511287,0.9684974786142544,0.8150298045136268
4,0.6412539956602316,1.193247722606594,0.8056589530676523,0.8182505580676473,0.1128286133363421,0.721431166978556,0.9682594081910192,0.8056589530676523
5,0.665766397156623,1.1073172288997257,0.795272926048364,0.8175151647203013,0.11456206340677055,0.745222842373406,0.9681286888598587,0.795272926048364
6,0.6808088750629836,1.0478028652362381,0.8009995574875706,0.8279963439927119,0.12289156626506025,0.7362001405389206,0.9688199673132195,0.8009995574875706
7,0.697663287807046,0.9819759118597935,0.8480360257177811,0.8220512849359537,0.14899792674498963,0.5601978326702111,0.9675770151984255,0.8480360257177811
8,0.7133724209862944,0.9212556926035005,0.8358539188380144,0.8262534092044963,0.1404915912031048,0.5973482262409593,0.9681171840835532,0.8358539188380144
9,0.7249106852884498,0.8810430802890752,0.8317932165447588,0.815702140140034,0.13258541560428352,0.5980555484366695,0.9674399638685747,0.8317932165447588
10,0.7388591648026395,0.8375013074891832,0.8089387510737434,0.8288280970549358,0.12255570713960891,0.6749506450119552,0.9685918570826569,0.8089387510737434
11,0.745782123384544,0.8128954200387537,0.8166176432308614,0.8313905665119816,0.1299342105263158,0.6491326319729794,0.9688790985877024,0.8166176432308614
12,0.7591323225244013,0.771196983510744,0.8197672905224249,0.8226366368522456,0.126348597458643,0.6243448376106342,0.9681853253385784,0.8197672905224249
